Name,PokemonID,MonsNo,FormNo,Type 1,Type 2,Egg Group 1,Egg Group 2,Ability1,Ability2,Ability3,HP,Attack,Defense,Special Attack,Special Defense,Speed,Learnset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TM Learnset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Egg Learnset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tutor Learnset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regice,378,378,0,Ice,,No Eggs,No Eggs,Clear Body,Clear Body,Ice Body,80,50,100,100,200,50,1,Charge Beam,1,Icy Wind,6,Bulldoze,12,Ancient Power,18,Stomp,24,Ice Beam,30,Curse,36,Amnesia,42,Hammer Arm,48,Blizzard,54,Superpower,60,Lock-On,66,Zap Cannon,72,Hyper Beam,78,Explosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Hail,Ice Beam,Blizzard,Hyper Beam,Protect,Rain Dance,Safeguard,Thunderbolt,Thunder,Earthquake,Brick Break,Double Team,Shock Wave,Rock Tomb,Facade,Rest,Focus Blast,Fling,Charge Beam,Endure,Explosion,Giga Impact,Rock Polish,Avalanche,Thunder Wave,Psych Up,Rock Slide,Sleep Talk,Bulldoze,Swagger,Substitute,Flash Cannon,Strength,Rock Smash,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bulldoze,Rollout,Mud-Slap,Block,Self-Destruct,Signal Beam,Stomping Tantrum,Ancient Power,Ice Punch,Thunder Punch,Seismic Toss,Iron Head,Gravity,Power-Up Punch,Icy Wind,Superpower,Zap Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Registeel,379,379,0,Steel,,No Eggs,No Eggs,Clear Body,Clear Body,Light Metal,80,75,150,75,150,50,1,Charge Beam,1,Metal Claw,6,Bulldoze,12,Ancient Power,18,Stomp,24,Iron Head,24,Flash Cannon,30,Curse,36,Iron Defense,36,Amnesia,42,Hammer Arm,48,Heavy Slam,54,Superpower,60,Lock-On,66,Zap Cannon,72,Hyper Beam,78,Explosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Sunny Day,Hyper Beam,Protect,Rain Dance,Safeguard,Thunderbolt,Thunder,Earthquake,Brick Break,Double Team,Shock Wave,Sandstorm,Rock Tomb,Aerial Ace,Facade,Rest,Focus Blast,Fling,Charge Beam,Endure,Explosion,Shadow Claw,Giga Impact,Rock Polish,Thunder Wave,Stealth Rock,Psych Up,Rock Slide,Sleep Talk,Bulldoze,Swagger,Substitute,Flash Cannon,Strength,Rock Smash,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bulldoze,Rollout,Mud-Slap,Block,Self-Destruct,Stomping Tantrum,Ancient Power,Ice Punch,Thunder Punch,Iron Defense,Magnet Rise,Seismic Toss,Iron Head,Gravity,Power-Up Punch,Superpower,Zap Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latias,380,380,0,Dragon,Psychic,No Eggs,No Eggs,Levitate,Levitate,Levitate,80,80,90,110,130,110,1,Stored Power,1,Charm,5,Helping Hand,10,Recover,15,Confusion,20,Tailwind,25,Dragon Breath,30,Wish,35,Mist Ball,40,Zen Headbutt,45,Dragon Pulse,50,Heal Pulse,55,Reflect Type,60,Psychic,65,Guard Split,70,Healing Wish,75,Psycho Shift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dragon Claw,Water Pulse,Calm Mind,Roar,Sunny Day,Ice Beam,Hyper Beam,Light Screen,Protect,Rain Dance,Safeguard,Solar Beam,Thunderbolt,Thunder,Earthquake,Psychic,Shadow Ball,Double Team,Reflect,Shock Wave,Sandstorm,Aerial Ace,Facade,Rest,Attract,Steel Wing,Roost,Energy Ball,Charge Beam,Endure,Dragon Pulse,Shadow Claw,Giga Impact,Flash,Thunder Wave,Psych Up,Sleep Talk,Bulldoze,Dream Eater,Grass Knot,Swagger,Substitute,Cut,Fly,Surf,Defog,Waterfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Helping Hand,Covet,Bulldoze,Ally Switch,Mud-Slap,Dual Wingbeat,Laser Focus,Fury Cutter,Magic Room,Dive,Role Play,Tailwind,Zen Headbutt,Magic Coat,Swift,Trick,Icy Wind,Draco Meteor,Sucker Punch,Last Resort,Outrage,Twister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latios,381,381,0,Dragon,Psychic,No Eggs,No Eggs,Levitate,Levitate,Levitate,80,90,80,130,110,110,1,Stored Power,1,Dragon Dance,5,Helping Hand,10,Recover,15,Confusion,20,Tailwind,25,Dragon Breath,30,Ally Switch,35,Luster Purge,40,Zen Headbutt,45,Dragon Pulse,50,Heal Pulse,55,Simple Beam,60,Psychic,65,Power Split,70,Memento,75,Psycho Shift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dragon Claw,Water Pulse,Calm Mind,Roar,Sunny Day,Ice Beam,Hyper Beam,Light Screen,Protect,Rain Dance,Safeguard,Solar Beam,Thunderbolt,Thunder,Earthquake,Psychic,Shadow Ball,Double Team,Reflect,Shock Wave,Sandstorm,Aerial Ace,Facade,Rest,Attract,Steel Wing,Roost,Energy Ball,Charge Beam,Endure,Dragon Pulse,Shadow Claw,Giga Impact,Flash,Thunder Wave,Psych Up,Sleep Talk,Bulldoze,Dream Eater,Grass Knot,Swagger,Substitute,Cut,Fly,Surf,Defog,Waterfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Helping Hand,Bulldoze,Ally Switch,Mud-Slap,Dual Wingbeat,Laser Focus,Fury Cutter,Wonder Room,Dive,Tailwind,Zen Headbutt,Magic Coat,Swift,Trick,Icy Wind,Draco Meteor,Last Resort,Outrage,Twister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyogre,382,382,0,Water,,No Eggs,No Eggs,Drizzle,Drizzle,Drizzle,100,100,90,150,140,90,1,Water Pulse,1,Ancient Power,1,Body Slam,1,Scary Face,9,Aqua Tail,18,Calm Mind,27,Muddy Water,36,Ice Beam,45,Sheer Cold,54,Aqua Ring,63,Origin Pulse,72,Hydro Pump,81,Double-Edge,90,Water Spout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Calm Mind,Roar,Hail,Ice Beam,Blizzard,Hyper Beam,Protect,Rain Dance,Safeguard,Thunderbolt,Thunder,Earthquake,Brick Break,Double Team,Shock Wave,Rock Tomb,Facade,Rest,Scald,Brine,Endure,Giga Impact,Avalanche,Thunder Wave,Psych Up,Rock Slide,Sleep Talk,Bulldoze,Swagger,Substitute,Surf,Strength,Rock Smash,Waterfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bulldoze,Mud-Slap,Block,Uproar,Signal Beam,Ancient Power,Dive,Swift,Iron Head,Aqua Tail,Icy Wind,Liquidation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groudon,383,383,0,Ground,,No Eggs,No Eggs,Drought,Drought,Drought,100,150,140,100,90,90,1,Mud Shot,1,Ancient Power,1,Lava Plume,1,Scary Face,9,Earth Power,18,Bulk Up,27,Earthquake,36,Hammer Arm,45,Fissure,54,Rest,63,Precipice Blades,72,Fire Blast,81,Solar Beam,90,Eruption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dragon Claw,Roar,Bulk Up,Sunny Day,Hyper Beam,Protect,Safeguard,Solar Beam,Iron Tail,Thunderbolt,Thunder,Earthquake,Dig,Brick Break,Double Team,Shock Wave,Flamethrower,Sandstorm,Fire Blast,Rock Tomb,Aerial Ace,Facade,Rest,Overheat,Focus Blast,Fling,Endure,Dragon Pulse,Shadow Claw,Giga Impact,Rock Polish,Stone Edge,Thunder Wave,Swords Dance,Stealth Rock,Psych Up,Rock Slide,Sleep Talk,Bulldoze,Swagger,Substitute,Cut,Strength,Rock Smash,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bulldoze,Rollout,Mud-Slap,Block,Fury Cutter,Uproar,Stomping Tantrum,Ancient Power,Fire Punch,Thunder Punch,Seismic Toss,Swift,Iron Head,Scorching Sands,Power-Up Punch,Earth Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rayquaza,384,384,0,Dragon,Flying,No Eggs,No Eggs,Air Lock,Air Lock,Air Lock,105,150,90,150,90,95,1,Dragon Ascent,1,Twister,1,Ancient Power,1,Air Slash,1,Scary Face,9,Crunch,18,Dragon Dance,27,Extreme Speed,36,Dragon Pulse,45,Hyper Voice,54,Rest,63,Fly,72,Hurricane,81,Outrage,90,Hyper Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dragon Claw,Water Pulse,Roar,Bulk Up,Sunny Day,Ice Beam,Blizzard,Hyper Beam,Protect,Rain Dance,Solar Beam,Iron Tail,Thunderbolt,Thunder,Earthquake,Brick Break,Double Team,Shock Wave,Flamethrower,Sandstorm,Fire Blast,Rock Tomb,Aerial Ace,Facade,Rest,Overheat,Focus Blast,Energy Ball,Fling,Endure,Dragon Pulse,Shadow Claw,Giga Impact,Stone Edge,Avalanche,Thunder Wave,Gyro Ball,Swords Dance,Psych Up,Rock Slide,Sleep Talk,Bulldoze,Swagger,Substitute,Fly,Surf,Strength,Rock Smash,Waterfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bind,Bulldoze,Mud-Slap,Fury Cutter,Uproar,Ancient Power,Dive,Tailwind,Swift,Iron Head,Aqua Tail,Icy Wind,Draco Meteor,Outrage,Twister,Earth Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jirachi,385,385,0,Steel,Psychic,No Eggs,No Eggs,Serene Grace,Serene Grace,Serene Grace,100,100,100,100,100,100,1,Confusion,1,Wish,7,Swift,14,Helping Hand,21,Life Dew,28,Zen Headbutt,35,Gravity,42,Psychic,49,Meteor Mash,56,Healing Wish,63,Rest,70,Future Sight,77,Double-Edge,84,Cosmic Power,91,Last Resort,98,Doom Desire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Calm Mind,Sunny Day,Hyper Beam,Light Screen,Protect,Rain Dance,Safeguard,Dazzling Gleam,Thunderbolt,Thunder,Psychic,Shadow Ball,Double Team,Reflect,Shock Wave,Sandstorm,Aerial Ace,Facade,Rest,Skill Swap,Energy Ball,Fling,Charge Beam,Endure,Drain Punch,Recycle,Giga Impact,Flash,Thunder Wave,Stealth Rock,Psych Up,Sleep Talk,Dream Eater,Grass Knot,Swagger,U-turn,Substitute,Flash Cannon,Trick Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Helping Hand,Ally Switch,Mud-Slap,Uproar,Signal Beam,Ancient Power,Fire Punch,Ice Punch,Thunder Punch,Iron Defense,Magic Room,Zen Headbutt,Magic Coat,Swift,Iron Head,Trick,Gravity,Power-Up Punch,Icy Wind,Zap Cannon,Last Resort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deoxys,386,386,0,Psychic,,No Eggs,No Eggs,Pressure,Pressure,Pressure,50,150,50,150,50,150,1,Leer,1,Wrap,7,Night Shade,13,Teleport,19,Knock Off,25,Toxic Spikes,31,Psychic,37,Switcheroo,43,Psycho Shift,49,Zen Headbutt,55,Cosmic Power,61,Recover,67,Psycho Boost,73,Hyper Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Water Pulse,Calm Mind,Sunny Day,Taunt,Ice Beam,Hyper Beam,Light Screen,Protect,Rain Dance,Safeguard,Solar Beam,Thunderbolt,Thunder,Low Sweep,Psychic,Shadow Ball,Brick Break,Double Team,Reflect,Shock Wave,Rock Tomb,Aerial Ace,Torment,Facade,Rest,Skill Swap,Focus Blast,Energy Ball,Fling,Charge Beam,Endure,Drain Punch,Nasty Plot,Recycle,Giga Impact,Flash,Avalanche,Thunder Wave,Stealth Rock,Psych Up,Dark Pulse,Rock Slide,Sleep Talk,Poison Jab,Dream Eater,Grass Knot,Swagger,Substitute,Flash Cannon,Trick Room,Cut,Strength,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bind,Ally Switch,Mud-Slap,Spikes,Laser Focus,Signal Beam,Stomping Tantrum,Fire Punch,Ice Punch,Thunder Punch,Iron Defense,Wonder Room,Seismic Toss,Role Play,Zen Headbutt,Magic Coat,Swift,Low Kick,Trick,Gravity,Power-Up Punch,Icy Wind,Superpower,Knock Off,Zap Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtwig,387,387,0,Grass,,Monster,Grass,Overgrow,Overgrow,Shell Armor,55,68,64,45,55,31,1,Tackle,5,Withdraw,6,Leafage,10,Growth,13,Razor Leaf,17,Curse,21,Bite,25,Mega Drain,29,Leech Seed,33,Synthesis,37,Crunch,41,Giga Drain,45,Leaf Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bullet Seed,Work Up,Sunny Day,Light Screen,Protect,Giga Drain,Safeguard,Solar Beam,Iron Tail,Double Team,Reflect,Facade,Rest,Attract,Energy Ball,Endure,Flash,Swords Dance,Stealth Rock,Sleep Talk,Grass Knot,Swagger,Substitute,Cut,Strength,Rock Smash,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Worry Seed,Growth,Tickle,Body Slam,Double-Edge,Sand Tomb,Seed Bomb,Thrash,Amnesia,Superpower,Stockpile,Swallow,Spit Up,Earth Power,Wide Guard,Grassy Terrain,Heavy Slam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Worry Seed,Mud-Slap,Synthesis,Seed Bomb,Superpower,Earth Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grotle,388,388,0,Grass,,Monster,Grass,Overgrow,Overgrow,Shell Armor,75,89,85,55,65,36,1,Tackle,5,Withdraw,1,Absorb,6,Leafage,10,Growth,13,Razor Leaf,17,Curse,22,Bite,27,Mega Drain,32,Leech Seed,37,Synthesis,42,Crunch,47,Giga Drain,52,Leaf Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bullet Seed,Work Up,Sunny Day,Light Screen,Protect,Giga Drain,Safeguard,Solar Beam,Iron Tail,Double Team,Reflect,Facade,Rest,Attract,Energy Ball,Endure,Flash,Swords Dance,Stealth Rock,Sleep Talk,Grass Knot,Swagger,Substitute,Cut,Strength,Rock Smash,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Worry Seed,Mud-Slap,Synthesis,Seed Bomb,Superpower,Earth Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torterra,389,389,0,Grass,Ground,Monster,Grass,Overgrow,Overgrow,Shell Armor,95,109,105,75,85,56,1,Earthquake,1,Wood Hammer,1,Tackle,5,Withdraw,1,Absorb,13,Razor Leaf,6,Leafage,10,Growth,17,Curse,22,Bite,27,Mega Drain,33,Leech Seed,39,Synthesis,45,Crunch,51,Giga Drain,57,Leaf Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roar,Bullet Seed,Work Up,Sunny Day,Hyper Beam,Light Screen,Protect,Giga Drain,Safeguard,Solar Beam,Iron Tail,Earthquake,Double Team,Reflect,Sandstorm,Rock Tomb,Facade,Rest,Attract,Energy Ball,Endure,Giga Impact,Rock Polish,Flash,Stone Edge,Swords Dance,Stealth Rock,Rock Slide,Sleep Talk,Bulldoze,Grass Knot,Swagger,Substitute,Cut,Strength,Rock Smash,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bulldoze,Worry Seed,Mud-Slap,Block,Stomping Tantrum,Synthesis,Seed Bomb,Iron Head,Superpower,Outrage,Earth Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chimchar,390,390,0,Fire,,Field,Human-Like,Blaze,Blaze,Iron Fist,44,58,44,58,44,61,1,Scratch,1,Leer,6,Ember,9,Taunt,12,Power-Up Punch,15,Fury Swipes,17,Flame Wheel,23,Nasty Plot,25,Torment,31,Facade,33,Fire Spin,39,Acrobatics,41,Slack Off,47,Flamethrower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Bulk Up,Work Up,Sunny Day,Taunt,Protect,Iron Tail,Low Sweep,Dig,Brick Break,Double Team,Flamethrower,Fire Blast,Aerial Ace,Torment,Facade,Rest,Attract,Overheat,Fling,Endure,Will-O-Wisp,Nasty Plot,Shadow Claw,Swords Dance,Stealth Rock,Sleep Talk,Grass Knot,Swagger,U-turn,Substitute,Cut,Strength,Rock Smash,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire Punch,Thunder Punch,Double Kick,Encore,Heat Wave,Focus Energy,Helping Hand,Fake Out,Blaze Kick,Counter,Quick Guard,Submission,Power-Up Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Covet,Rollout,Mud-Slap,Uproar,Fire Punch,Thunder Punch,Seismic Toss,Role Play,Swift,Low Kick,Scorching Sands,Vacuum Wave,Power-Up Punch,Heat Wave,Endeavor,Gunk Shot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monferno,391,391,0,Fire,Fighting,Field,Human-Like,Blaze,Blaze,Iron Fist,64,78,52,78,52,81,1,Mach Punch,1,Scratch,1,Leer,7,Ember,1,Nasty Plot,1,Facade,1,Flamethrower,9,Taunt,12,Power-Up Punch,16,Fury Swipes,19,Flame Wheel,26,Feint,29,Torment,36,Close Combat,39,Fire Spin,46,Acrobatics,49,Slack Off,56,Flare Blitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Bulk Up,Work Up,Sunny Day,Taunt,Protect,Iron Tail,Low Sweep,Dig,Brick Break,Double Team,Flamethrower,Fire Blast,Rock Tomb,Aerial Ace,Torment,Facade,Rest,Attract,Overheat,Focus Blast,Fling,Endure,Will-O-Wisp,Nasty Plot,Shadow Claw,Swords Dance,Stealth Rock,Rock Slide,Sleep Talk,Poison Jab,Grass Knot,Swagger,U-turn,Substitute,Cut,Strength,Rock Smash,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Covet,Rollout,Mud-Slap,Uproar,Fire Punch,Thunder Punch,Seismic Toss,Role Play,Swift,Low Kick,Dual Chop,Scorching Sands,Vacuum Wave,Power-Up Punch,Heat Wave,Endeavor,Gunk Shot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infernape,392,392,0,Fire,Fighting,Field,Human-Like,Blaze,Blaze,Iron Fist,76,104,71,104,71,108,1,Close Combat,1,Mach Punch,68,Flare Blitz,1,Scratch,1,Leer,7,Ember,9,Taunt,1,Nasty Plot,1,Facade,1,Flamethrower,1,Torment,1,Slack Off,12,Power-Up Punch,16,Fury Swipes,19,Flame Wheel,26,Feint,29,U-turn,42,Fire Spin,52,Acrobatics,58,Calm Mind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Calm Mind,Roar,Bulk Up,Work Up,Sunny Day,Taunt,Hyper Beam,Protect,Solar Beam,Iron Tail,Earthquake,Low Sweep,Dig,Brick Break,Double Team,Flamethrower,Fire Blast,Rock Tomb,Aerial Ace,Torment,Facade,Rest,Attract,Overheat,Focus Blast,Fling,Endure,Will-O-Wisp,Nasty Plot,Shadow Claw,Giga Impact,Stone Edge,Swords Dance,Stealth Rock,Rock Slide,Sleep Talk,Bulldoze,Poison Jab,Grass Knot,Swagger,U-turn,Substitute,Cut,Strength,Rock Smash,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Covet,Bulldoze,Rollout,Mud-Slap,Laser Focus,Uproar,Fire Punch,Thunder Punch,Seismic Toss,Role Play,Swift,Low Kick,Dual Chop,Scorching Sands,Vacuum Wave,Power-Up Punch,Heat Wave,Endeavor,Gunk Shot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
